1;BCG;C;0
2;POLIO 0 C;C;0
3;POLIO 1 C;C;0
4;POLIO 2 C;C;0
5;POLIO 3 C;C;0
6;DPT 1 - HepB + Hib 1;C;0
7;DPT 2 - HepB + Hib 1;C;0
8;DPT 3 - HepB + Hib 1;C;0
9;FRUTHI;C;0
10;TT VAKSINA DOZA 1;P;0
11;TT VAKSINA DOZA 2;P;0
12;TT VAKSINA DOZA 3;P;0
13;TT VAKSINA DOZA 4;P;0
14;TT VAKSINA DOZA 5;P;0
15;TT VAKSINA DOZA 2;N;0
16;TT VAKSINA DOZA 3;N;0
17;TT VAKSINA DOZA 4;N;0
18;TT VAKSINA DOZA 5;N;0
