1;BCG;C;0
2;PÓLIO 0 C;C;0
3;PÓLIO 1 C;C;0
4;PÓLIO 2 C;C;0
5;PÓLIO 3 C;C;0
6;DPT 1 - VHB + Hib 1;C;0
7;DPT 2 - VHB + Hib 1;C;0
8;DPT 3 - VHB + Hib 1;C;0
9;SARAMPO;C;0
10;DOSE DE VACINA TT 1;P;0
11;DOSE DE VACINA TT 2;P;0
12;DOSE DE VACINA TT 3;P;0
13;DOSE DE VACINA TT 4;P;0
14;DOSE DE VACINA TT 5;P;0
15;DOSE DE VACINA TT 2;N;0
16;DOSE DE VACINA TT 3;N;0
17;DOSE DE VACINA TT 4;N;0
18;DOSE DE VACINA TT 5;N;0
